Station_ID,Date_Time,F8379Press,F8379Temp,F8379Humid,F8379Wind
F8379,12/01/2022 09:46 UTC,29.84,29.0,63.0,13.0
F8379,12/01/2022 09:51 UTC,29.85,29.0,63.0,12.0
F8379,12/01/2022 09:56 UTC,29.83,30.0,61.0,8.0
F8379,12/01/2022 10:01 UTC,29.84,30.0,62.0,14.01
F8379,12/01/2022 10:06 UTC,29.84,30.0,61.0,13.0
F8379,12/01/2022 10:11 UTC,29.83,31.0,59.0,7.0
F8379,12/01/2022 10:16 UTC,29.84,30.0,61.0,9.0
F8379,12/01/2022 10:21 UTC,29.83,30.0,63.0,7.0
F8379,12/01/2022 10:26 UTC,29.84,30.0,62.0,5.99
F8379,12/01/2022 10:31 UTC,29.83,31.0,62.0,4.0
F8379,12/01/2022 10:36 UTC,29.83,30.0,61.0,7.0
F8379,12/01/2022 10:41 UTC,29.83,31.0,63.0,9.0
F8379,12/01/2022 10:46 UTC,29.83,31.0,62.0,5.0
F8379,12/01/2022 10:51 UTC,29.82,30.0,61.0,7.0
F8379,12/01/2022 10:56 UTC,29.82,30.0,63.0,5.0
F8379,12/01/2022 11:01 UTC,29.82,30.0,62.0,5.0
F8379,12/01/2022 11:06 UTC,29.82,30.0,63.0,5.0
F8379,12/01/2022 11:11 UTC,29.82,30.0,62.0,5.99
F8379,12/01/2022 11:16 UTC,29.81,30.0,62.0,9.0
F8379,12/01/2022 11:21 UTC,29.8,30.0,64.0,5.99
F8379,12/01/2022 11:26 UTC,29.8,31.0,62.0,8.0
F8379,12/01/2022 11:31 UTC,29.79,31.0,62.0,7.0
F8379,12/01/2022 11:36 UTC,29.8,31.0,62.0,7.0
F8379,12/01/2022 11:41 UTC,29.8,30.0,63.0,10.0
F8379,12/01/2022 11:46 UTC,29.8,31.0,63.0,5.0
F8379,12/01/2022 11:51 UTC,29.8,31.0,62.0,7.0
F8379,12/01/2022 11:56 UTC,29.8,32.0,61.0,8.0
F8379,12/01/2022 12:01 UTC,29.8,32.0,61.0,14.01
F8379,12/01/2022 12:06 UTC,29.79,32.0,60.0,8.0
F8379,12/01/2022 12:11 UTC,29.8,32.0,61.0,11.0
F8379,12/01/2022 12:16 UTC,29.79,33.0,61.0,9.0
F8379,12/01/2022 12:21 UTC,29.78,32.0,61.0,5.0
F8379,12/01/2022 12:26 UTC,29.79,32.0,61.0,5.0
F8379,12/01/2022 12:31 UTC,29.78,32.0,62.0,3.0
F8379,12/01/2022 12:36 UTC,29.77,32.0,62.0,5.0
F8379,12/01/2022 12:41 UTC,29.78,32.0,62.0,7.0
F8379,12/01/2022 12:46 UTC,29.78,32.0,62.0,9.0
F8379,12/01/2022 12:51 UTC,29.77,32.0,61.0,5.99
F8379,12/01/2022 12:56 UTC,29.78,32.0,62.0,7.0
F8379,12/01/2022 13:01 UTC,29.77,32.0,64.0,7.0
F8379,12/01/2022 13:06 UTC,29.77,31.0,63.0,9.0
F8379,12/01/2022 13:11 UTC,29.77,31.0,64.0,8.0
F8379,12/01/2022 13:17 UTC,29.77,31.0,63.0,14.99
F8379,12/01/2022 13:22 UTC,29.77,31.0,63.0,9.0
F8379,12/01/2022 13:27 UTC,29.77,31.0,64.0,7.0
F8379,12/01/2022 13:32 UTC,29.77,31.0,63.0,10.0
F8379,12/01/2022 13:37 UTC,29.77,30.0,64.0,7.0
F8379,12/01/2022 13:42 UTC,29.77,30.0,65.0,8.0
F8379,12/01/2022 13:47 UTC,29.78,30.0,66.0,12.0
F8379,12/01/2022 13:52 UTC,29.77,30.0,65.0,10.0
F8379,12/01/2022 13:57 UTC,29.77,30.0,65.0,10.0
F8379,12/01/2022 14:02 UTC,29.78,30.0,64.0,5.0
F8379,12/01/2022 14:07 UTC,29.77,30.0,65.0,5.99
F8379,12/01/2022 14:12 UTC,29.77,30.0,64.0,11.0
F8379,12/01/2022 14:17 UTC,29.77,31.0,63.0,8.0
F8379,12/01/2022 14:22 UTC,29.78,31.0,63.0,13.0
F8379,12/01/2022 14:27 UTC,29.77,31.0,62.0,14.01
F8379,12/01/2022 14:32 UTC,29.78,31.0,64.0,12.0
F8379,12/01/2022 14:37 UTC,29.77,30.0,64.0,7.0
F8379,12/01/2022 14:42 UTC,29.77,30.0,64.0,11.0
F8379,12/01/2022 14:47 UTC,29.77,30.0,65.0,13.0
F8379,12/01/2022 14:52 UTC,29.76,31.0,63.0,10.0
F8379,12/01/2022 14:57 UTC,29.78,31.0,63.0,12.0
F8379,12/01/2022 15:02 UTC,29.77,31.0,62.0,14.99
F8379,12/01/2022 15:07 UTC,29.77,31.0,62.0,12.0
F8379,12/01/2022 15:12 UTC,29.79,32.0,61.0,9.0
F8379,12/01/2022 15:17 UTC,29.78,32.0,61.0,14.99
F8379,12/01/2022 15:22 UTC,29.78,32.0,61.0,11.0
F8379,12/01/2022 15:27 UTC,29.78,32.0,61.0,16.0
F8379,12/01/2022 15:32 UTC,29.78,32.0,60.0,10.0
F8379,12/01/2022 15:37 UTC,29.78,32.0,60.0,13.0
F8379,12/01/2022 15:42 UTC,29.78,32.0,61.0,11.0
F8379,12/01/2022 15:47 UTC,29.78,32.0,61.0,12.0
F8379,12/01/2022 15:52 UTC,29.78,32.0,60.0,5.0
F8379,12/01/2022 15:57 UTC,29.78,32.0,61.0,10.0
F8379,12/01/2022 16:02 UTC,29.78,32.0,61.0,14.01
F8379,12/01/2022 16:07 UTC,29.78,32.0,62.0,11.0
F8379,12/01/2022 16:12 UTC,29.78,33.0,58.0,13.0
F8379,12/01/2022 16:17 UTC,29.77,33.0,60.0,13.0
F8379,12/01/2022 16:22 UTC,29.78,33.0,58.0,14.01
F8379,12/01/2022 16:27 UTC,29.78,33.0,59.0,11.0
F8379,12/01/2022 16:32 UTC,29.78,33.0,62.0,5.0
F8379,12/01/2022 16:37 UTC,29.77,33.0,61.0,11.0
F8379,12/01/2022 16:42 UTC,29.77,33.0,61.0,9.0
F8379,12/01/2022 16:47 UTC,29.77,32.0,60.0,12.0
F8379,12/01/2022 16:52 UTC,29.77,32.0,61.0,13.0
F8379,12/01/2022 16:57 UTC,29.78,33.0,59.0,12.0
F8379,12/01/2022 17:02 UTC,29.77,33.0,59.0,12.0
F8379,12/01/2022 17:07 UTC,29.78,33.0,59.0,14.99
F8379,12/01/2022 17:12 UTC,29.79,33.0,59.0,14.01
F8379,12/01/2022 17:17 UTC,29.8,33.0,59.0,12.0
F8379,12/01/2022 17:22 UTC,29.79,34.0,58.0,13.0
F8379,12/01/2022 17:27 UTC,29.79,34.0,59.0,8.0
F8379,12/01/2022 17:32 UTC,29.8,34.0,58.0,8.0
F8379,12/01/2022 17:37 UTC,29.79,35.0,56.0,11.0
F8379,12/01/2022 17:42 UTC,29.79,35.0,57.0,11.0
F8379,12/01/2022 17:47 UTC,29.79,35.0,56.0,7.0
F8379,12/01/2022 17:52 UTC,29.79,35.0,57.0,12.0
F8379,12/01/2022 17:57 UTC,29.79,35.0,55.0,12.0
F8379,12/01/2022 18:02 UTC,29.78,35.0,58.0,7.0
F8379,12/01/2022 18:08 UTC,29.79,35.0,58.0,10.0
F8379,12/01/2022 18:13 UTC,29.79,34.0,59.0,7.0
F8379,12/01/2022 18:18 UTC,29.79,34.0,57.0,9.0
F8379,12/01/2022 18:23 UTC,29.79,35.0,58.0,8.0
F8379,12/01/2022 18:28 UTC,29.78,35.0,57.0,10.0
F8379,12/01/2022 18:33 UTC,29.78,35.0,57.0,7.0
F8379,12/01/2022 18:38 UTC,29.78,35.0,58.0,10.0
F8379,12/01/2022 18:43 UTC,29.79,35.0,57.0,8.0
F8379,12/01/2022 18:48 UTC,29.79,35.0,58.0,11.0
F8379,12/01/2022 18:53 UTC,29.78,35.0,57.0,5.99
F8379,12/01/2022 18:58 UTC,29.78,35.0,58.0,5.0
F8379,12/01/2022 19:03 UTC,29.77,35.0,57.0,7.0
F8379,12/01/2022 19:08 UTC,29.77,36.0,55.0,9.0
F8379,12/01/2022 19:13 UTC,29.78,36.0,55.0,9.0
F8379,12/01/2022 19:18 UTC,29.77,36.0,55.0,7.0
F8379,12/01/2022 19:23 UTC,29.76,36.0,55.0,5.0
F8379,12/01/2022 19:28 UTC,29.76,36.0,55.0,11.0
F8379,12/01/2022 19:33 UTC,29.77,36.0,56.0,11.0
F8379,12/01/2022 19:38 UTC,29.75,36.0,56.0,11.0
F8379,12/01/2022 19:43 UTC,29.76,36.0,55.0,9.0
F8379,12/01/2022 19:48 UTC,29.76,36.0,56.0,3.0
F8379,12/01/2022 19:53 UTC,29.75,36.0,56.0,9.0
F8379,12/01/2022 19:58 UTC,29.75,36.0,56.0,8.0
F8379,12/01/2022 20:03 UTC,29.75,36.0,55.0,9.0
F8379,12/01/2022 20:08 UTC,29.75,36.0,56.0,3.0
F8379,12/01/2022 20:13 UTC,29.74,37.0,55.0,9.0
F8379,12/01/2022 20:18 UTC,29.74,37.0,57.0,5.99
F8379,12/01/2022 20:23 UTC,29.74,37.0,54.0,5.99
F8379,12/01/2022 20:28 UTC,29.73,37.0,54.0,5.0
F8379,12/01/2022 20:33 UTC,29.72,37.0,57.0,3.0
F8379,12/01/2022 20:38 UTC,29.72,37.0,56.0,8.0
F8379,12/01/2022 20:43 UTC,29.73,37.0,58.0,5.99
F8379,12/01/2022 20:48 UTC,29.73,37.0,57.0,5.0
F8379,12/01/2022 20:53 UTC,29.73,39.0,54.0,5.0
F8379,12/01/2022 20:58 UTC,29.72,37.0,55.0,5.0
F8379,12/01/2022 21:03 UTC,29.72,39.0,56.0,5.99
F8379,12/01/2022 21:08 UTC,29.73,38.0,57.0,2.0
F8379,12/01/2022 21:13 UTC,29.73,36.0,60.0,5.99
F8379,12/01/2022 21:18 UTC,29.72,37.0,54.0,7.0
F8379,12/01/2022 21:23 UTC,29.72,41.0,48.0,4.0
F8379,12/01/2022 21:28 UTC,29.73,40.0,55.0,5.99
F8379,12/01/2022 21:33 UTC,29.72,37.0,59.0,5.0
F8379,12/01/2022 21:38 UTC,29.72,36.0,59.0,3.0
F8379,12/01/2022 21:43 UTC,29.72,37.0,58.0,7.0
F8379,12/01/2022 21:48 UTC,29.71,36.0,58.0,5.0
F8379,12/01/2022 21:53 UTC,29.72,37.0,55.0,10.0
F8379,12/01/2022 21:58 UTC,29.72,37.0,55.0,8.0
F8379,12/01/2022 22:03 UTC,29.72,37.0,56.0,12.0
F8379,12/01/2022 22:08 UTC,29.72,37.0,58.0,9.0
F8379,12/01/2022 22:13 UTC,29.72,37.0,56.0,11.0
F8379,12/01/2022 22:18 UTC,29.72,39.0,53.0,12.0
F8379,12/01/2022 22:23 UTC,29.72,37.0,56.0,13.0
F8379,12/01/2022 22:28 UTC,29.72,37.0,58.0,10.0
F8379,12/01/2022 22:33 UTC,29.72,37.0,59.0,9.0
F8379,12/01/2022 22:38 UTC,29.72,36.0,59.0,5.0
F8379,12/01/2022 22:43 UTC,29.72,37.0,56.0,10.0
F8379,12/01/2022 22:49 UTC,29.72,37.0,55.0,9.0
F8379,12/01/2022 22:54 UTC,29.72,37.0,58.0,7.0
F8379,12/01/2022 22:59 UTC,29.72,37.0,57.0,8.0
F8379,12/01/2022 23:04 UTC,29.72,36.0,58.0,5.99
F8379,12/01/2022 23:09 UTC,29.7,37.0,57.0,10.0
F8379,12/01/2022 23:14 UTC,29.71,37.0,55.0,8.0
F8379,12/01/2022 23:19 UTC,29.71,37.0,58.0,9.0
F8379,12/01/2022 23:24 UTC,29.7,37.0,57.0,8.0
F8379,12/01/2022 23:29 UTC,29.7,36.0,58.0,8.0
F8379,12/01/2022 23:34 UTC,29.7,36.0,59.0,11.0
F8379,12/01/2022 23:39 UTC,29.71,37.0,58.0,5.0
F8379,12/01/2022 23:44 UTC,29.7,36.0,60.0,5.0
F8379,12/01/2022 23:49 UTC,29.7,37.0,59.0,7.0
F8379,12/01/2022 23:54 UTC,29.7,36.0,60.0,4.0
F8379,12/01/2022 23:59 UTC,29.7,36.0,61.0,5.0
F8379,12/02/2022 00:04 UTC,29.7,36.0,59.0,11.0
F8379,12/02/2022 00:09 UTC,29.7,36.0,59.0,8.0
F8379,12/02/2022 00:14 UTC,29.7,36.0,61.0,9.0
F8379,12/02/2022 00:19 UTC,29.71,36.0,58.0,8.0
F8379,12/02/2022 00:24 UTC,29.69,36.0,60.0,5.99
F8379,12/02/2022 00:29 UTC,29.69,36.0,58.0,14.01
F8379,12/02/2022 00:34 UTC,29.7,36.0,58.0,14.99
F8379,12/02/2022 00:39 UTC,29.7,37.0,58.0,9.0
F8379,12/02/2022 00:44 UTC,29.7,36.0,62.0,9.0
F8379,12/02/2022 00:49 UTC,29.7,37.0,58.0,14.99
F8379,12/02/2022 00:54 UTC,29.71,37.0,59.0,12.0
F8379,12/02/2022 00:59 UTC,29.71,36.0,61.0,5.0
F8379,12/02/2022 01:04 UTC,29.71,36.0,59.0,9.0
F8379,12/02/2022 01:09 UTC,29.7,36.0,59.0,10.0
F8379,12/02/2022 01:14 UTC,29.71,36.0,59.0,12.0
F8379,12/02/2022 01:19 UTC,29.7,36.0,61.0,8.0
F8379,12/02/2022 01:24 UTC,29.7,36.0,58.0,9.0
F8379,12/02/2022 01:29 UTC,29.7,38.0,56.0,8.0
F8379,12/02/2022 01:34 UTC,29.69,39.0,54.0,11.0
F8379,12/02/2022 01:39 UTC,29.69,41.0,52.0,14.01
F8379,12/02/2022 01:44 UTC,29.69,41.0,52.0,12.0
F8379,12/02/2022 01:49 UTC,29.69,41.0,52.0,14.99
F8379,12/02/2022 01:54 UTC,29.7,40.0,55.0,8.0
F8379,12/02/2022 01:59 UTC,29.7,40.0,54.0,19.0
F8379,12/02/2022 02:04 UTC,29.7,40.0,54.0,12.0
F8379,12/02/2022 02:09 UTC,29.7,40.0,54.0,17.0
F8379,12/02/2022 02:14 UTC,29.7,40.0,56.0,14.99
F8379,12/02/2022 02:19 UTC,29.7,40.0,55.0,17.0
F8379,12/02/2022 02:24 UTC,29.7,39.0,58.0,16.0
F8379,12/02/2022 02:29 UTC,29.71,39.0,57.0,10.0
F8379,12/02/2022 02:34 UTC,29.7,39.0,57.0,14.01
F8379,12/02/2022 02:39 UTC,29.7,39.0,57.0,18.0
F8379,12/02/2022 02:44 UTC,29.7,39.0,59.0,9.0
F8379,12/02/2022 02:49 UTC,29.71,38.0,62.0,13.0
F8379,12/02/2022 02:54 UTC,29.7,37.0,65.0,5.0
F8379,12/02/2022 02:59 UTC,29.7,39.0,60.0,14.99
F8379,12/02/2022 03:04 UTC,29.7,38.0,61.0,16.0
F8379,12/02/2022 03:09 UTC,29.69,38.0,61.0,12.0
F8379,12/02/2022 03:14 UTC,29.69,38.0,60.0,17.0
F8379,12/02/2022 03:19 UTC,29.69,39.0,59.0,14.99
F8379,12/02/2022 03:24 UTC,29.69,39.0,60.0,17.0
F8379,12/02/2022 03:29 UTC,29.69,38.0,61.0,16.0
F8379,12/02/2022 03:34 UTC,29.69,38.0,63.0,17.0
F8379,12/02/2022 03:39 UTC,29.7,37.0,64.0,20.0
F8379,12/02/2022 03:44 UTC,29.7,37.0,66.0,9.0
F8379,12/02/2022 03:49 UTC,29.7,37.0,68.0,8.0
F8379,12/02/2022 03:54 UTC,29.7,36.0,71.0,5.0
F8379,12/02/2022 03:59 UTC,29.71,34.0,77.0,3.0
F8379,12/02/2022 04:05 UTC,29.7,33.0,80.0,2.0
F8379,12/02/2022 04:10 UTC,29.71,33.0,82.0,4.0
F8379,12/02/2022 04:15 UTC,29.69,33.0,84.0,5.0
F8379,12/02/2022 04:20 UTC,29.69,32.0,87.0,5.99
F8379,12/02/2022 04:25 UTC,29.69,32.0,87.0,5.0
F8379,12/02/2022 04:30 UTC,29.69,32.0,88.0,4.0
F8379,12/02/2022 04:35 UTC,29.7,32.0,89.0,5.99
F8379,12/02/2022 04:40 UTC,29.69,32.0,89.0,5.99
F8379,12/02/2022 04:45 UTC,29.69,32.0,89.0,8.0
F8379,12/02/2022 04:50 UTC,29.69,32.0,90.0,11.0
F8379,12/02/2022 04:55 UTC,29.68,32.0,91.0,5.0
F8379,12/02/2022 05:00 UTC,29.69,32.0,92.0,5.99
F8379,12/02/2022 05:05 UTC,29.69,32.0,93.0,5.0
F8379,12/02/2022 05:10 UTC,29.7,31.0,93.0,5.0
F8379,12/02/2022 05:15 UTC,29.69,31.0,94.0,10.0
F8379,12/02/2022 05:20 UTC,29.69,32.0,94.0,5.99
F8379,12/02/2022 05:25 UTC,29.68,32.0,94.0,7.0
F8379,12/02/2022 05:30 UTC,29.68,31.0,94.0,9.0
F8379,12/02/2022 05:35 UTC,29.67,31.0,95.0,5.0
F8379,12/02/2022 05:40 UTC,29.67,31.0,95.0,9.0
F8379,12/02/2022 05:45 UTC,29.67,31.0,94.0,5.99
F8379,12/02/2022 05:50 UTC,29.66,32.0,94.0,11.0
F8379,12/02/2022 05:55 UTC,29.66,32.0,94.0,5.99
F8379,12/02/2022 06:00 UTC,29.66,32.0,94.0,10.0
F8379,12/02/2022 06:05 UTC,29.67,32.0,93.0,8.0
F8379,12/02/2022 06:10 UTC,29.67,33.0,87.0,9.0
F8379,12/02/2022 06:15 UTC,29.66,33.0,85.0,11.0
F8379,12/02/2022 06:20 UTC,29.67,33.0,87.0,7.0
F8379,12/02/2022 06:25 UTC,29.66,33.0,90.0,8.0
F8379,12/02/2022 06:30 UTC,29.66,32.0,90.0,8.0
F8379,12/02/2022 06:35 UTC,29.67,32.0,91.0,8.0
F8379,12/02/2022 06:40 UTC,29.66,32.0,91.0,8.0
F8379,12/02/2022 06:45 UTC,29.65,32.0,91.0,8.0
F8379,12/02/2022 06:50 UTC,29.66,32.0,91.0,7.0
F8379,12/02/2022 06:55 UTC,29.65,32.0,91.0,7.0
F8379,12/02/2022 07:00 UTC,29.65,32.0,90.0,7.0
F8379,12/02/2022 07:05 UTC,29.65,33.0,89.0,8.0
F8379,12/02/2022 07:10 UTC,29.64,33.0,87.0,10.0
F8379,12/02/2022 07:15 UTC,29.64,33.0,85.0,8.0
F8379,12/02/2022 07:20 UTC,29.64,34.0,83.0,11.0
F8379,12/02/2022 07:25 UTC,29.63,34.0,79.0,13.0
F8379,12/02/2022 07:30 UTC,29.63,35.0,77.0,10.0
F8379,12/02/2022 07:35 UTC,29.63,37.0,71.0,20.0
F8379,12/02/2022 07:40 UTC,29.62,36.0,73.0,13.0
F8379,12/02/2022 07:45 UTC,29.61,36.0,73.0,21.0
F8379,12/02/2022 07:50 UTC,29.62,37.0,71.0,22.0
F8379,12/02/2022 07:55 UTC,29.61,37.0,71.0,17.0
F8379,12/02/2022 08:00 UTC,29.61,36.0,72.0,17.0
F8379,12/02/2022 08:05 UTC,29.6,36.0,72.0,23.0
F8379,12/02/2022 08:10 UTC,29.61,36.0,72.0,21.0
