Station_ID,Date_Time,KHCRPress,KHCRTemp,KHCRHumid,KHCRWind,KHCRCloud3,KHCRCloud1,KHCRCloud2,KHCRVis
KHCR,12/01/2022 20:15 UTC,29.75,42.8,30.62,10.36,,1103.0,,10.0
KHCR,12/01/2022 20:35 UTC,29.74,41.0,32.82,9.21,,802.0,1004.0,10.0
KHCR,12/01/2022 20:55 UTC,29.73,41.0,32.82,10.36,,802.0,1004.0,10.0
KHCR,12/01/2022 21:15 UTC,29.73,41.0,32.82,9.21,,1004.0,,10.0
KHCR,12/01/2022 21:35 UTC,29.72,41.0,32.82,9.21,,1004.0,,10.0
KHCR,12/01/2022 21:55 UTC,29.72,41.0,32.82,8.06,,904.0,,10.0
KHCR,12/01/2022 22:15 UTC,29.72,41.0,32.82,10.36,,904.0,,10.0
KHCR,12/01/2022 22:35 UTC,29.71,41.0,32.82,9.21,,702.0,904.0,10.0
KHCR,12/01/2022 22:55 UTC,29.7,42.8,30.62,9.21,,602.0,704.0,10.0
KHCR,12/01/2022 23:15 UTC,29.69,41.0,32.82,10.36,1004.0,602.0,703.0,10.0
KHCR,12/01/2022 23:35 UTC,29.69,41.0,32.82,10.36,,852.0,1004.0,10.0
KHCR,12/01/2022 23:55 UTC,29.69,41.0,32.82,16.11,,1004.0,,10.0
KHCR,12/02/2022 00:15 UTC,29.69,41.0,32.82,12.66,,1004.0,,10.0
KHCR,12/02/2022 00:35 UTC,29.7,41.0,32.82,5.75,,903.0,1203.0,10.0
KHCR,12/02/2022 00:55 UTC,29.69,41.0,32.82,11.51,,902.0,1103.0,10.0
KHCR,12/02/2022 01:15 UTC,29.7,41.0,35.51,9.21,,802.0,1103.0,10.0
KHCR,12/02/2022 01:35 UTC,29.7,41.0,35.51,9.21,,803.0,1104.0,10.0
KHCR,12/02/2022 01:55 UTC,29.7,39.2,38.08,9.21,,803.0,904.0,10.0
KHCR,12/02/2022 02:15 UTC,29.71,41.0,35.51,8.06,,704.0,,10.0
KHCR,12/02/2022 02:35 UTC,29.71,41.0,35.51,5.75,,704.0,,10.0
KHCR,12/02/2022 02:55 UTC,29.7,41.0,41.49,5.75,,472.0,704.0,10.0
KHCR,12/02/2022 03:15 UTC,29.7,39.2,48.05,6.91,604.0,452.0,502.0,10.0
KHCR,12/02/2022 03:35 UTC,29.71,39.2,51.85,5.75,604.0,282.0,382.0,10.0
KHCR,12/02/2022 03:55 UTC,29.72,35.6,69.43,6.91,504.0,222.0,273.0,7.0
KHCR,12/02/2022 04:15 UTC,29.71,35.6,69.43,9.21,464.0,243.0,323.0,10.0
KHCR,12/02/2022 04:35 UTC,29.7,37.4,64.66,5.75,484.0,172.0,263.0,10.0
KHCR,12/02/2022 04:55 UTC,29.69,37.4,64.66,9.21,484.0,192.0,362.0,10.0
KHCR,12/02/2022 05:15 UTC,29.69,37.4,64.66,9.21,454.0,232.0,313.0,10.0
KHCR,12/02/2022 05:35 UTC,29.67,35.6,74.78,5.75,554.0,222.0,463.0,10.0
KHCR,12/02/2022 05:55 UTC,29.66,35.6,74.78,5.75,554.0,242.0,333.0,7.0
KHCR,12/02/2022 06:15 UTC,29.66,33.8,80.34,5.75,344.0,193.0,253.0,4.0
KHCR,12/02/2022 06:35 UTC,29.66,33.8,86.48,9.21,304.0,153.0,193.0,5.0
KHCR,12/02/2022 06:55 UTC,29.65,33.8,86.48,5.75,484.0,142.0,403.0,10.0
KHCR,12/02/2022 07:15 UTC,29.65,35.6,80.49,3.45,504.0,222.0,303.0,7.0
KHCR,12/02/2022 07:35 UTC,29.63,37.4,64.66,13.81,554.0,242.0,362.0,10.0
KHCR,12/02/2022 07:55 UTC,29.61,41.0,52.13,18.41,954.0,553.0,753.0,10.0
KHCR,12/02/2022 08:15 UTC,29.59,41.0,48.34,19.56,,402.0,554.0,10.0
KHCR,12/02/2022 08:35 UTC,29.6,41.0,52.13,21.86,,504.0,,10.0
KHCR,12/02/2022 08:55 UTC,29.6,37.4,64.66,24.17,504.0,222.0,473.0,7.0
KHCR,12/02/2022 09:15 UTC,29.6,37.4,64.66,23.02,484.0,212.0,293.0,5.0
KHCR,12/02/2022 09:35 UTC,29.6,37.4,64.66,25.32,324.0,142.0,263.0,4.0
KHCR,12/02/2022 09:55 UTC,29.62,35.6,74.78,21.86,204.0,82.0,133.0,2.5
KHCR,12/02/2022 10:15 UTC,29.65,33.8,80.34,20.71,,64.0,,1.5
KHCR,12/02/2022 10:35 UTC,29.67,32.0,86.37,10.36,,64.0,,1.5
KHCR,12/02/2022 10:55 UTC,29.69,32.0,86.37,9.21,,64.0,,1.25
KHCR,12/02/2022 11:15 UTC,29.71,32.0,80.19,11.51,264.0,62.0,153.0,3.0
KHCR,12/02/2022 11:40 UTC,29.73,30.2,74.22,12.66,344.0,162.0,243.0,7.0
KHCR,12/02/2022 11:55 UTC,29.74,30.2,74.22,12.66,404.0,202.0,343.0,10.0
KHCR,12/02/2022 12:15 UTC,29.79,28.4,74.03,11.51,404.0,132.0,333.0,4.0
KHCR,12/02/2022 12:35 UTC,29.81,28.4,74.03,11.51,154.0,52.0,103.0,2.0
KHCR,12/02/2022 12:55 UTC,29.84,26.6,79.74,10.36,,72.0,134.0,1.25
KHCR,12/02/2022 13:15 UTC,29.86,26.6,79.74,9.21,264.0,122.0,183.0,4.0
KHCR,12/02/2022 13:35 UTC,29.88,26.6,79.74,9.21,,54.0,,1.0
KHCR,12/02/2022 13:55 UTC,29.9,24.8,85.93,6.91,,54.0,,1.25
KHCR,12/02/2022 14:15 UTC,29.92,24.8,85.93,11.51,604.0,72.0,423.0,4.0
KHCR,12/02/2022 14:35 UTC,29.94,26.6,73.84,5.75,,453.0,604.0,10.0
KHCR,12/02/2022 14:55 UTC,29.96,26.6,73.84,3.45,653.0,442.0,503.0,10.0
KHCR,12/02/2022 15:15 UTC,29.98,26.6,73.84,0.0,,502.0,554.0,10.0
KHCR,12/02/2022 15:35 UTC,30.01,26.6,73.84,0.0,704.0,502.0,603.0,10.0
KHCR,12/02/2022 15:55 UTC,30.02,26.6,68.34,4.6,,603.0,754.0,10.0
KHCR,12/02/2022 16:15 UTC,30.04,28.4,58.68,8.06,,503.0,704.0,10.0
KHCR,12/02/2022 16:35 UTC,30.06,30.2,50.39,6.91,,604.0,,10.0
KHCR,12/02/2022 16:55 UTC,30.09,30.2,46.53,4.6,,604.0,,10.0
KHCR,12/02/2022 17:15 UTC,30.11,32.0,39.92,4.6,,603.0,704.0,10.0
KHCR,12/02/2022 17:35 UTC,30.12,32.0,39.92,5.75,,604.0,,10.0
KHCR,12/02/2022 17:55 UTC,30.13,32.0,39.92,0.0,,603.0,,10.0
KHCR,12/02/2022 18:15 UTC,30.13,32.0,36.82,9.21,,602.0,,10.0
KHCR,12/02/2022 18:35 UTC,30.14,33.8,34.25,4.6,,603.0,,10.0
KHCR,12/02/2022 18:55 UTC,30.15,32.0,33.93,3.45,,602.0,,10.0
KHCR,12/02/2022 19:15 UTC,30.16,32.0,36.82,6.91,,602.0,752.0,10.0
KHCR,12/02/2022 19:35 UTC,30.17,32.0,33.93,10.36,,602.0,,10.0
KHCR,12/02/2022 19:55 UTC,30.17,32.0,31.25,10.36,,1.0,,10.0
KHCR,12/02/2022 20:15 UTC,30.18,32.0,31.25,6.91,,1.0,,10.0
KHCR,12/02/2022 20:35 UTC,30.18,32.0,31.25,3.45,,1.0,,10.0
KHCR,12/02/2022 20:55 UTC,30.18,32.0,33.93,8.06,,1.0,,10.0
KHCR,12/02/2022 21:15 UTC,30.18,32.0,31.25,4.6,,1.0,,10.0
KHCR,12/02/2022 21:35 UTC,30.19,32.0,31.25,3.45,,1.0,,10.0
KHCR,12/02/2022 21:55 UTC,30.19,32.0,28.76,0.0,,1.0,,10.0
KHCR,12/02/2022 22:15 UTC,30.19,32.0,33.93,0.0,,1.0,,10.0
KHCR,12/02/2022 22:35 UTC,30.19,32.0,36.82,3.45,,1.0,,10.0
KHCR,12/02/2022 22:55 UTC,30.19,30.2,39.61,0.0,,1.0,,10.0
KHCR,12/02/2022 23:15 UTC,30.19,28.4,42.63,6.91,,1.0,,10.0
KHCR,12/02/2022 23:35 UTC,30.19,28.4,42.63,6.91,,1.0,,10.0
KHCR,12/02/2022 23:55 UTC,30.2,23.0,53.36,3.45,,1.0,,10.0
KHCR,12/03/2022 00:15 UTC,30.21,23.0,53.36,5.75,,1.0,,10.0
KHCR,12/03/2022 00:35 UTC,30.22,23.0,49.18,5.75,,1.0,,10.0
KHCR,12/03/2022 00:55 UTC,30.22,21.2,57.58,6.91,,1.0,,10.0
KHCR,12/03/2022 01:15 UTC,30.23,19.4,57.3,0.0,,1.0,,10.0
KHCR,12/03/2022 01:35 UTC,30.23,14.0,61.39,5.75,,1.0,,10.0
KHCR,12/03/2022 01:55 UTC,30.24,12.2,66.47,4.6,,1.0,,10.0
KHCR,12/03/2022 02:15 UTC,30.24,12.2,66.47,3.45,,1.0,,10.0
KHCR,12/03/2022 02:35 UTC,30.24,10.4,72.03,0.0,,1.0,,10.0
KHCR,12/03/2022 02:55 UTC,30.25,14.0,66.71,0.0,,1.0,,10.0
KHCR,12/03/2022 03:15 UTC,30.26,8.6,71.81,0.0,,1.0,,10.0
KHCR,12/03/2022 03:35 UTC,30.26,8.6,71.81,0.0,,1.0,,10.0
KHCR,12/03/2022 03:55 UTC,30.27,6.8,71.6,0.0,,1.0,,10.0
KHCR,12/03/2022 04:15 UTC,30.27,6.8,71.6,0.0,,1.0,,10.0
KHCR,12/03/2022 04:35 UTC,,6.8,71.6,0.0,,1.0,,10.0
KHCR,12/03/2022 04:55 UTC,,8.6,71.81,0.0,,1.0,,10.0
KHCR,12/03/2022 05:15 UTC,,10.4,72.03,0.0,,1.0,,10.0
KHCR,12/03/2022 05:35 UTC,,6.8,77.92,4.6,,1.0,,10.0
KHCR,12/03/2022 05:55 UTC,,6.8,77.92,4.6,,1.0,,10.0
KHCR,12/03/2022 06:15 UTC,,6.8,77.92,0.0,,1.0,,10.0
KHCR,12/03/2022 06:35 UTC,,5.0,77.75,0.0,,1.0,,10.0
KHCR,12/03/2022 06:55 UTC,,6.8,71.6,3.45,,1.0,,10.0
KHCR,12/03/2022 07:15 UTC,,5.0,84.62,0.0,,1.0,,10.0
KHCR,12/03/2022 07:35 UTC,,6.8,77.92,0.0,,1.0,,10.0
KHCR,12/03/2022 07:55 UTC,,8.6,78.1,4.6,,1.0,,10.0
KHCR,12/03/2022 08:15 UTC,,8.6,71.81,3.45,,1.0,,10.0
KHCR,12/03/2022 08:35 UTC,,8.6,78.1,0.0,,1.0,,10.0
KHCR,12/03/2022 08:55 UTC,,8.6,71.81,0.0,,1.0,,10.0
KHCR,12/03/2022 09:15 UTC,,8.6,78.1,0.0,,1.0,,10.0
KHCR,12/03/2022 09:35 UTC,,8.6,78.1,0.0,,1.0,,10.0
KHCR,12/03/2022 09:55 UTC,,6.8,77.92,0.0,,1.0,,10.0
KHCR,12/03/2022 10:15 UTC,,6.8,77.92,0.0,,1.0,,10.0
KHCR,12/03/2022 10:35 UTC,,5.0,84.62,0.0,,1.0,,10.0
KHCR,12/03/2022 10:55 UTC,,5.0,77.75,3.45,,1.0,,10.0
KHCR,12/03/2022 11:15 UTC,,5.0,84.62,0.0,,1.0,,10.0
KHCR,12/03/2022 11:35 UTC,,5.0,84.62,0.0,,1.0,,10.0
KHCR,12/03/2022 11:55 UTC,,5.0,77.75,0.0,,1.0,,10.0
KHCR,12/03/2022 12:15 UTC,,5.0,77.75,0.0,,1.0,,10.0
KHCR,12/03/2022 12:35 UTC,,5.0,84.62,3.45,,1.0,,10.0
KHCR,12/03/2022 12:55 UTC,,6.8,77.92,0.0,,1.0,,10.0
KHCR,12/03/2022 13:15 UTC,,8.6,78.1,0.0,,1.0,,10.0
KHCR,12/03/2022 13:35 UTC,,8.6,78.1,0.0,,1.0,,10.0
KHCR,12/03/2022 13:55 UTC,,10.4,78.27,0.0,,1.0,,10.0
KHCR,12/03/2022 14:15 UTC,,10.4,78.27,0.0,,1.0,,10.0
KHCR,12/03/2022 14:35 UTC,,10.4,78.27,0.0,,1.0,,10.0
KHCR,12/03/2022 14:55 UTC,,10.4,78.27,0.0,,1.0,,10.0
KHCR,12/03/2022 15:15 UTC,,10.4,78.27,4.6,,1.0,,10.0
KHCR,12/03/2022 15:35 UTC,,12.2,85.11,0.0,,1.0,,10.0
KHCR,12/03/2022 15:55 UTC,30.29,14.0,78.61,0.0,,1.0,,10.0
KHCR,12/03/2022 16:15 UTC,30.3,14.0,78.61,0.0,,552.0,,10.0
KHCR,12/03/2022 16:35 UTC,30.3,15.8,72.65,0.0,,553.0,,10.0
KHCR,12/03/2022 16:55 UTC,30.3,17.6,72.85,0.0,,554.0,,10.0
KHCR,12/03/2022 17:15 UTC,30.29,17.6,72.85,0.0,,554.0,,10.0
KHCR,12/03/2022 17:35 UTC,30.29,21.2,67.65,0.0,,504.0,,10.0
KHCR,12/03/2022 17:55 UTC,30.29,21.2,62.44,0.0,,504.0,,10.0
KHCR,12/03/2022 18:15 UTC,30.28,21.2,67.65,0.0,,503.0,,10.0
KHCR,12/03/2022 18:35 UTC,30.27,23.0,62.7,0.0,,603.0,,10.0
KHCR,12/03/2022 18:55 UTC,30.26,26.6,53.94,0.0,,604.0,,10.0
KHCR,12/03/2022 19:15 UTC,30.25,28.4,54.23,0.0,,604.0,,10.0
KHCR,12/03/2022 19:35 UTC,30.24,26.6,58.41,0.0,,604.0,,10.0
KHCR,12/03/2022 19:55 UTC,30.23,26.6,53.94,0.0,,603.0,,10.0
KHCR,12/03/2022 20:15 UTC,30.22,26.6,53.94,0.0,,1.0,,10.0
KHCR,12/03/2022 20:35 UTC,30.21,28.4,54.23,0.0,,1.0,,10.0
KHCR,12/03/2022 20:55 UTC,30.21,30.2,50.39,0.0,,1.0,,10.0
KHCR,12/03/2022 21:15 UTC,30.21,30.2,50.39,0.0,,602.0,1102.0,10.0
KHCR,12/03/2022 21:35 UTC,30.2,32.0,50.68,0.0,,1102.0,,10.0
KHCR,12/03/2022 21:55 UTC,30.19,32.0,50.68,0.0,,903.0,1203.0,10.0
KHCR,12/03/2022 22:15 UTC,30.19,32.0,54.8,3.45,,902.0,1102.0,10.0
KHCR,12/03/2022 22:35 UTC,30.19,30.2,58.95,0.0,,1.0,,10.0
KHCR,12/03/2022 22:55 UTC,30.19,30.2,54.52,0.0,,602.0,1202.0,10.0
KHCR,12/03/2022 23:15 UTC,30.19,30.2,58.95,0.0,,603.0,1203.0,10.0
KHCR,12/03/2022 23:35 UTC,30.19,30.2,58.95,0.0,,504.0,,10.0
KHCR,12/03/2022 23:55 UTC,30.2,30.2,58.95,0.0,,504.0,,10.0
KHCR,12/04/2022 00:15 UTC,30.2,30.2,63.7,3.45,,483.0,904.0,10.0
KHCR,12/04/2022 00:35 UTC,30.21,30.2,63.7,0.0,904.0,462.0,752.0,10.0
KHCR,12/04/2022 00:55 UTC,30.21,30.2,63.7,0.0,754.0,423.0,493.0,10.0
KHCR,12/04/2022 01:15 UTC,30.21,30.2,68.78,3.45,,424.0,,10.0
KHCR,12/04/2022 01:35 UTC,30.21,32.0,69.0,0.0,,402.0,464.0,10.0
KHCR,12/04/2022 01:55 UTC,30.22,32.0,69.0,0.0,,382.0,464.0,10.0
KHCR,12/04/2022 02:15 UTC,30.23,32.0,69.0,0.0,,403.0,504.0,10.0
KHCR,12/04/2022 02:35 UTC,30.22,32.0,69.0,0.0,,364.0,,10.0
KHCR,12/04/2022 02:55 UTC,30.23,32.0,69.0,0.0,,342.0,454.0,10.0
KHCR,12/04/2022 03:15 UTC,30.23,32.0,69.0,0.0,,454.0,,10.0
KHCR,12/04/2022 03:35 UTC,30.23,32.0,69.0,0.0,444.0,232.0,352.0,10.0
KHCR,12/04/2022 03:55 UTC,30.24,32.0,69.0,0.0,,424.0,,10.0
KHCR,12/04/2022 04:15 UTC,30.24,32.0,74.41,3.45,,434.0,,10.0
KHCR,12/04/2022 04:35 UTC,30.24,32.0,80.19,0.0,464.0,342.0,393.0,10.0
KHCR,12/04/2022 04:55 UTC,30.24,32.0,80.19,0.0,,342.0,414.0,10.0
KHCR,12/04/2022 05:15 UTC,30.25,32.0,80.19,0.0,434.0,233.0,303.0,10.0
KHCR,12/04/2022 05:35 UTC,30.24,32.0,80.19,0.0,434.0,172.0,233.0,4.0
KHCR,12/04/2022 05:55 UTC,30.23,32.0,80.19,0.0,454.0,203.0,263.0,5.0
KHCR,12/04/2022 06:15 UTC,30.23,32.0,80.19,4.6,474.0,182.0,403.0,4.0
KHCR,12/04/2022 06:35 UTC,30.23,30.2,86.26,0.0,,383.0,454.0,5.0
KHCR,12/04/2022 06:55 UTC,30.22,32.0,86.37,0.0,454.0,212.0,363.0,5.0
KHCR,12/04/2022 07:15 UTC,30.22,32.0,86.37,3.45,414.0,52.0,213.0,4.0
KHCR,12/04/2022 07:35 UTC,30.22,32.0,86.37,3.45,364.0,153.0,203.0,3.0
KHCR,12/04/2022 07:55 UTC,30.21,32.0,86.37,0.0,404.0,42.0,153.0,5.0
KHCR,12/04/2022 08:15 UTC,30.21,32.0,92.96,3.45,,43.0,114.0,5.0
KHCR,12/04/2022 08:35 UTC,30.2,32.0,92.96,0.0,444.0,42.0,363.0,4.0
KHCR,12/04/2022 08:55 UTC,30.19,32.0,86.37,0.0,464.0,42.0,292.0,2.5
KHCR,12/04/2022 09:15 UTC,30.19,32.0,86.37,0.0,,43.0,464.0,3.0
KHCR,12/04/2022 09:35 UTC,30.18,32.0,86.37,0.0,,43.0,504.0,4.0
KHCR,12/04/2022 09:55 UTC,30.18,32.0,86.37,0.0,,42.0,504.0,3.0
KHCR,12/04/2022 10:15 UTC,30.18,30.2,92.91,0.0,,504.0,,2.5
KHCR,12/04/2022 10:35 UTC,30.17,30.2,92.91,0.0,954.0,502.0,602.0,2.5
KHCR,12/04/2022 10:55 UTC,30.16,30.2,100.0,3.45,,502.0,954.0,3.0
KHCR,12/04/2022 11:15 UTC,30.16,30.2,100.0,3.45,854.0,43.0,603.0,3.0
KHCR,12/04/2022 11:35 UTC,30.15,32.0,92.96,0.0,,44.0,,2.5
KHCR,12/04/2022 11:55 UTC,30.15,32.0,92.96,3.45,,24.0,,4.0
KHCR,12/04/2022 12:15 UTC,30.14,32.0,92.96,0.0,,24.0,,4.0
KHCR,12/04/2022 12:35 UTC,30.13,32.0,92.96,0.0,,24.0,,5.0
KHCR,12/04/2022 12:55 UTC,30.12,32.0,92.96,0.0,,24.0,,5.0
KHCR,12/04/2022 13:15 UTC,30.11,32.0,92.96,0.0,,23.0,854.0,4.0
KHCR,12/04/2022 13:35 UTC,30.11,32.0,92.96,0.0,,23.0,854.0,2.5
KHCR,12/04/2022 13:55 UTC,30.11,32.0,92.96,0.0,,24.0,,0.25
KHCR,12/04/2022 14:15 UTC,30.12,32.0,92.96,0.0,,24.0,,0.25
KHCR,12/04/2022 14:35 UTC,30.11,30.2,100.0,0.0,,24.0,,0.25
KHCR,12/04/2022 14:55 UTC,30.11,30.2,100.0,0.0,,24.0,,-0.25
KHCR,12/04/2022 15:15 UTC,30.12,30.2,100.0,0.0,,24.0,,-0.25
KHCR,12/04/2022 15:35 UTC,30.11,32.0,92.96,4.6,,24.0,,-0.25
KHCR,12/04/2022 15:55 UTC,30.12,32.0,100.0,0.0,,24.0,,-0.25
KHCR,12/04/2022 16:15 UTC,30.11,32.0,100.0,8.06,,24.0,,-0.25
KHCR,12/04/2022 16:35 UTC,30.11,32.0,100.0,3.45,754.0,22.0,483.0,3.0
KHCR,12/04/2022 16:55 UTC,30.1,32.0,100.0,0.0,604.0,23.0,483.0,0.75
KHCR,12/04/2022 17:15 UTC,30.09,32.0,100.0,0.0,,24.0,,0.25
KHCR,12/04/2022 17:35 UTC,30.1,32.0,100.0,0.0,,24.0,,0.5
KHCR,12/04/2022 17:55 UTC,30.09,33.8,100.0,4.6,,23.0,,4.0
KHCR,12/04/2022 18:15 UTC,30.09,35.6,86.58,0.0,703.0,22.0,603.0,10.0
KHCR,12/04/2022 18:35 UTC,30.06,35.6,86.58,3.45,,492.0,604.0,10.0
KHCR,12/04/2022 18:55 UTC,30.06,35.6,86.58,0.0,,473.0,554.0,10.0
KHCR,12/04/2022 19:15 UTC,30.05,35.6,86.58,0.0,,313.0,424.0,7.0
KHCR,12/04/2022 19:35 UTC,30.03,37.4,80.63,0.0,494.0,182.0,353.0,10.0
KHCR,12/04/2022 19:55 UTC,30.02,37.4,80.63,3.45,654.0,312.0,382.0,10.0
KHCR,12/04/2022 20:15 UTC,30.01,37.4,80.63,5.75,,604.0,,10.0
KHCR,12/04/2022 20:35 UTC,30.0,37.4,80.63,0.0,,604.0,,10.0
KHCR,12/04/2022 20:55 UTC,29.99,37.4,80.63,0.0,,604.0,,10.0
KHCR,12/04/2022 21:15 UTC,29.98,37.4,80.63,0.0,,604.0,,10.0
KHCR,12/04/2022 21:35 UTC,29.98,37.4,80.63,0.0,,604.0,,10.0
KHCR,12/04/2022 21:55 UTC,29.98,37.4,80.63,0.0,,604.0,,10.0
KHCR,12/04/2022 22:15 UTC,29.96,41.0,70.06,0.0,903.0,653.0,753.0,10.0
KHCR,12/04/2022 22:35 UTC,29.96,39.2,75.14,0.0,,502.0,553.0,10.0
KHCR,12/04/2022 22:55 UTC,29.95,37.4,80.63,0.0,,502.0,602.0,10.0
KHCR,12/04/2022 23:15 UTC,29.94,35.6,80.49,0.0,,502.0,,10.0
KHCR,12/04/2022 23:35 UTC,29.93,33.8,86.48,3.45,,1.0,,10.0
KHCR,12/04/2022 23:55 UTC,29.93,35.6,86.58,3.45,,1.0,,10.0
KHCR,12/05/2022 00:15 UTC,29.92,35.6,80.49,4.6,,652.0,,10.0
KHCR,12/05/2022 00:35 UTC,29.92,37.4,74.96,3.45,,802.0,902.0,10.0
