Station_ID,Date_Time,KPVUPress,KPVUTemp,KPVUHumid,KPVUWind,KPVUCloud3,KPVUCloud1,KPVUCloud2,KPVUVis
KPVU,12/01/2022 12:45 UTC,29.81,33.8,43.57,14.96,,1.0,,10.0
KPVU,12/01/2022 12:50 UTC,29.81,33.8,43.57,14.96,,1.0,,10.0
KPVU,12/01/2022 12:55 UTC,29.81,33.8,43.57,12.66,,1.0,,10.0
KPVU,12/01/2022 12:56 UTC,29.81,33.98,43.26,12.66,,1.0,,10.0
KPVU,12/01/2022 13:00 UTC,29.81,35.6,40.55,16.11,,1.0,,10.0
KPVU,12/01/2022 13:05 UTC,29.81,35.6,40.55,17.26,,1.0,,10.0
KPVU,12/01/2022 13:10 UTC,29.81,35.6,40.55,17.26,,1.0,,10.0
KPVU,12/01/2022 13:15 UTC,29.81,35.6,40.55,16.11,,1.0,,10.0
KPVU,12/01/2022 13:20 UTC,29.81,35.6,40.55,11.51,,1.0,,10.0
KPVU,12/01/2022 13:25 UTC,29.81,35.6,40.55,18.41,,1.0,,10.0
KPVU,12/01/2022 13:30 UTC,29.81,35.6,40.55,19.56,,1.0,,10.0
KPVU,12/01/2022 13:35 UTC,29.81,35.6,40.55,14.96,,1.0,,10.0
KPVU,12/01/2022 13:40 UTC,29.81,33.8,43.57,16.11,,1.0,,10.0
KPVU,12/01/2022 13:45 UTC,29.81,33.8,43.57,14.96,,1.0,,10.0
KPVU,12/01/2022 13:50 UTC,29.81,33.8,43.57,16.11,,1.0,,10.0
KPVU,12/01/2022 13:55 UTC,29.81,33.8,40.24,18.41,,,,10.0
KPVU,12/01/2022 13:56 UTC,29.81,33.98,41.25,16.11,,1506.0,2003.0,10.0
KPVU,12/01/2022 14:00 UTC,29.81,33.8,40.24,18.41,,1.0,,10.0
KPVU,12/01/2022 14:05 UTC,29.8,33.8,43.57,14.96,,1.0,,10.0
KPVU,12/01/2022 14:10 UTC,29.81,33.8,47.14,12.66,,1.0,,10.0
KPVU,12/01/2022 14:15 UTC,29.81,33.8,43.57,10.36,,1.0,,10.0
KPVU,12/01/2022 14:20 UTC,29.81,33.8,47.14,11.51,,1.0,,10.0
KPVU,12/01/2022 14:25 UTC,29.81,33.8,47.14,12.66,,1.0,,10.0
KPVU,12/01/2022 14:30 UTC,29.81,33.8,47.14,17.26,,1.0,,10.0
KPVU,12/01/2022 14:35 UTC,29.81,33.8,43.57,19.56,,1.0,,10.0
KPVU,12/01/2022 14:40 UTC,29.81,33.8,43.57,20.71,,1.0,,10.0
KPVU,12/01/2022 14:45 UTC,29.8,35.6,40.55,20.71,,1.0,,10.0
KPVU,12/01/2022 14:50 UTC,29.81,35.6,40.55,18.41,,1.0,,10.0
KPVU,12/01/2022 14:55 UTC,29.81,35.6,43.88,14.96,,,,10.0
KPVU,12/01/2022 14:56 UTC,29.81,35.06,43.44,14.96,,1502.0,2003.0,10.0
KPVU,12/01/2022 15:00 UTC,29.81,35.6,43.88,13.81,,1.0,,10.0
KPVU,12/01/2022 15:05 UTC,29.81,35.6,43.88,13.81,,1.0,,10.0
KPVU,12/01/2022 15:10 UTC,29.81,35.6,43.88,16.11,,1.0,,10.0
KPVU,12/01/2022 15:15 UTC,29.81,35.6,43.88,17.26,,1.0,,10.0
KPVU,12/01/2022 15:20 UTC,29.81,35.6,43.88,19.56,,1.0,,10.0
KPVU,12/01/2022 15:25 UTC,29.82,35.6,43.88,18.41,,1.0,,10.0
KPVU,12/01/2022 15:30 UTC,29.82,35.6,47.45,14.96,,1.0,,10.0
KPVU,12/01/2022 15:35 UTC,29.82,35.6,47.45,11.51,,1.0,,10.0
KPVU,12/01/2022 15:40 UTC,29.82,35.6,43.88,13.81,,1.0,,10.0
KPVU,12/01/2022 15:45 UTC,29.82,37.4,40.87,10.36,,1.0,,10.0
KPVU,12/01/2022 15:50 UTC,29.81,37.4,40.87,11.51,,,,10.0
KPVU,12/01/2022 15:55 UTC,29.82,37.4,40.87,12.66,,,,10.0
KPVU,12/01/2022 15:56 UTC,29.82,37.04,41.78,13.81,,1502.0,2003.0,10.0
KPVU,12/01/2022 16:00 UTC,29.81,37.4,40.87,13.81,,1.0,,10.0
KPVU,12/01/2022 16:05 UTC,29.82,37.4,40.87,11.51,,1.0,,10.0
KPVU,12/01/2022 16:10 UTC,29.82,37.4,40.87,8.06,,1.0,,10.0
KPVU,12/01/2022 16:15 UTC,29.82,35.6,47.45,6.91,,1.0,,10.0
KPVU,12/01/2022 16:20 UTC,29.83,33.8,50.98,3.45,,1.0,,10.0
KPVU,12/01/2022 16:25 UTC,29.83,35.6,51.27,5.75,,1.0,,10.0
KPVU,12/01/2022 16:30 UTC,29.82,35.6,51.27,12.66,,1.0,,10.0
KPVU,12/01/2022 16:35 UTC,29.82,39.2,41.18,12.66,,1.0,,10.0
KPVU,12/01/2022 16:40 UTC,29.82,39.2,41.18,19.56,,1.0,,10.0
KPVU,12/01/2022 16:45 UTC,29.82,39.2,41.18,14.96,,1.0,,10.0
KPVU,12/01/2022 16:50 UTC,29.82,41.0,35.51,19.56,,,,10.0
KPVU,12/01/2022 16:55 UTC,29.81,41.0,35.51,20.71,,,,10.0
KPVU,12/01/2022 16:56 UTC,29.81,41.0,35.79,20.71,,1502.0,2003.0,10.0
KPVU,12/01/2022 17:00 UTC,29.81,41.0,35.51,20.71,,1.0,,10.0
KPVU,12/01/2022 17:05 UTC,29.81,42.8,33.13,21.86,,1.0,,10.0
KPVU,12/01/2022 17:10 UTC,29.81,42.8,33.13,13.81,,1.0,,10.0
KPVU,12/01/2022 17:15 UTC,29.82,42.8,33.13,14.96,,1.0,,10.0
KPVU,12/01/2022 17:20 UTC,29.82,41.0,35.51,12.66,,1.0,,10.0
KPVU,12/01/2022 17:25 UTC,29.82,41.0,38.4,9.21,,1.0,,10.0
KPVU,12/01/2022 17:30 UTC,29.82,41.0,38.4,8.06,,1.0,,10.0
KPVU,12/01/2022 17:35 UTC,29.82,42.8,35.82,4.6,,1.0,,10.0
KPVU,12/01/2022 17:40 UTC,29.82,41.0,38.4,6.91,,1.0,,10.0
KPVU,12/01/2022 17:45 UTC,29.82,42.8,35.82,5.75,,1.0,,9.0
KPVU,12/01/2022 17:50 UTC,29.82,42.8,35.82,8.06,,1.0,,9.0
KPVU,12/01/2022 17:55 UTC,29.82,42.8,33.13,8.06,,,,10.0
KPVU,12/01/2022 17:56 UTC,29.82,42.08,34.33,8.06,,1503.0,2004.0,10.0
KPVU,12/01/2022 18:00 UTC,29.82,42.8,35.82,9.21,,1.0,,10.0
KPVU,12/01/2022 18:05 UTC,29.81,42.8,35.82,6.91,,1.0,,10.0
KPVU,12/01/2022 18:10 UTC,29.82,42.8,35.82,10.36,,1.0,,10.0
KPVU,12/01/2022 18:15 UTC,29.81,42.8,35.82,16.11,,1.0,,10.0
KPVU,12/01/2022 18:20 UTC,29.81,42.8,35.82,17.26,,1.0,,10.0
KPVU,12/01/2022 18:25 UTC,29.81,42.8,35.82,18.41,,1.0,,10.0
KPVU,12/01/2022 18:30 UTC,29.81,42.8,35.82,14.96,,1.0,,10.0
KPVU,12/01/2022 18:35 UTC,29.81,42.8,35.82,11.51,,1.0,,10.0
KPVU,12/01/2022 18:40 UTC,29.8,42.8,35.82,16.11,,1.0,,10.0
KPVU,12/01/2022 18:45 UTC,29.8,42.8,35.82,14.96,,1.0,,10.0
KPVU,12/01/2022 18:50 UTC,29.8,42.8,35.82,16.11,,1.0,,10.0
KPVU,12/01/2022 18:55 UTC,29.8,42.8,35.82,14.96,,,,10.0
KPVU,12/01/2022 18:56 UTC,29.8,42.98,34.75,14.96,,1503.0,2004.0,10.0
KPVU,12/01/2022 19:00 UTC,29.79,44.6,33.44,14.96,,1.0,,10.0
KPVU,12/01/2022 19:05 UTC,29.79,42.8,33.13,18.41,,1206.0,,10.0
KPVU,12/01/2022 19:10 UTC,29.79,44.6,33.44,12.66,,1206.0,,10.0
KPVU,12/01/2022 19:15 UTC,29.79,44.6,30.92,14.96,,1206.0,,10.0
KPVU,12/01/2022 19:20 UTC,29.79,44.6,33.44,13.81,,1206.0,,10.0
KPVU,12/01/2022 19:25 UTC,29.79,44.6,33.44,17.26,,1206.0,,10.0
KPVU,12/01/2022 19:30 UTC,29.78,44.6,33.44,16.11,,1206.0,,10.0
KPVU,12/01/2022 19:35 UTC,29.78,44.6,33.44,14.96,,1206.0,,10.0
KPVU,12/01/2022 19:40 UTC,29.78,42.8,35.82,17.26,,1202.0,,10.0
KPVU,12/01/2022 19:45 UTC,29.78,44.6,33.44,12.66,,1202.0,,10.0
KPVU,12/01/2022 19:50 UTC,29.77,44.6,33.44,17.26,,1202.0,,10.0
KPVU,12/01/2022 19:55 UTC,29.77,44.6,33.44,16.11,,1203.0,,10.0
KPVU,12/01/2022 19:56 UTC,29.77,44.06,33.35,14.96,,1203.0,,10.0
KPVU,12/01/2022 20:00 UTC,29.76,44.6,33.44,13.81,,1103.0,,10.0
KPVU,12/01/2022 20:05 UTC,29.76,44.6,33.44,12.66,,1103.0,,10.0
KPVU,12/01/2022 20:10 UTC,29.76,44.6,33.44,13.81,,1103.0,,10.0
KPVU,12/01/2022 20:15 UTC,29.75,44.6,33.44,14.96,,1103.0,,10.0
KPVU,12/01/2022 20:20 UTC,29.76,44.6,33.44,13.81,,1103.0,,10.0
KPVU,12/01/2022 20:25 UTC,29.76,44.6,33.44,14.96,,1102.0,,10.0
KPVU,12/01/2022 20:30 UTC,29.76,44.6,33.44,14.96,,1102.0,,10.0
KPVU,12/01/2022 20:35 UTC,29.76,44.6,33.44,14.96,,1202.0,,10.0
KPVU,12/01/2022 20:40 UTC,29.75,44.6,33.44,13.81,,1202.0,,10.0
KPVU,12/01/2022 20:45 UTC,29.76,44.6,33.44,12.66,,1202.0,,10.0
KPVU,12/01/2022 20:50 UTC,29.75,44.6,33.44,11.51,,1203.0,,10.0
KPVU,12/01/2022 20:55 UTC,29.75,44.6,33.44,11.51,,1203.0,,10.0
KPVU,12/01/2022 20:56 UTC,29.76,44.06,34.67,11.51,,1203.0,,10.0
KPVU,12/01/2022 21:00 UTC,29.75,44.6,33.44,13.81,,1103.0,,10.0
KPVU,12/01/2022 21:05 UTC,29.75,44.6,33.44,11.51,,1203.0,,10.0
KPVU,12/01/2022 21:10 UTC,29.75,44.6,33.44,12.66,,1202.0,,10.0
KPVU,12/01/2022 21:15 UTC,29.75,44.6,33.44,10.36,,1202.0,,10.0
KPVU,12/01/2022 21:20 UTC,29.75,44.6,33.44,11.51,,1106.0,,10.0
KPVU,12/01/2022 21:25 UTC,29.74,44.6,33.44,6.91,,1206.0,,10.0
KPVU,12/01/2022 21:30 UTC,29.74,44.6,33.44,6.91,,1206.0,,10.0
KPVU,12/01/2022 21:35 UTC,29.74,44.6,33.44,6.91,,1.0,,10.0
KPVU,12/01/2022 21:40 UTC,29.74,44.6,33.44,9.21,,1.0,,10.0
KPVU,12/01/2022 21:45 UTC,29.74,44.6,33.44,5.75,,1106.0,,10.0
KPVU,12/01/2022 21:50 UTC,29.74,44.6,33.44,6.91,,1102.0,,10.0
KPVU,12/01/2022 21:55 UTC,29.74,44.6,33.44,6.91,,1003.0,,10.0
KPVU,12/01/2022 21:56 UTC,29.74,44.06,34.67,8.06,,1003.0,,10.0
KPVU,12/01/2022 22:00 UTC,29.74,42.8,38.71,8.06,,1003.0,,10.0
KPVU,12/01/2022 22:05 UTC,29.74,42.8,38.71,9.21,,1003.0,1103.0,10.0
